"ID"	"FC"
"evm.utg7680.15"	0.201046027
"evm.utg3522.81"	-0.201406867
"evm.utg693.51"	0.307924642
"evm.utg1897.51"	1.195132627
"evm.utg950.16"	0.23130249
"evm.utg4157.21"	0.701158498
"tRNAscan-SE.tRNA.utg364.Ser(AGA).8"	1.313988423
"evm.utg408.39"	0.485391322
"utg2379.equina_smart_1840074.mrna2"	-0.3521732
"evm.utg52.136"	-0.46576853
"evm.utg1192.5"	-0.33401284
"evm.utg2371.57"	-0.289861514
"evm.utg2246.86"	-1.364515486
"evm.utg216.22"	-0.92152204
"evm.utg56.16"	0.962466329
"evm.utg324.1"	-0.219215418
"evm.utg5950.48"	-0.129648074
"evm.utg4879.1"	2.200051163
"evm.utg12655.20"	-0.986686128
"evm.utg15013.24"	0.319208491
"evm.utg4321.5"	-0.557217709
"evm.utg1251.5"	-0.120488826
"evm.utg1056.72"	0.233303336
"utg4130.equina_smart_542257.mrna1"	-0.20373025
"evm.utg382.20"	0.1864993
"evm.utg4468.23"	0.229635841
"evm.utg3041.49"	0.155543593
"evm.utg420.81"	-0.447134791
"evm.utg498.176"	0.616433009
"utg1579.equina_smart_1454938.mrna2"	-0.305922212
"evm.utg439.25"	-0.117516668
"evm.utg183.34"	0.197021184
"evm.utg40512.11"	0.287128581
"evm.utg15013.11"	1.104904479
"evm.utg116.5"	0.233710999
"evm.utg213.23"	0.413718627
"evm.utg17508.2"	0.340853698
"evm.utg8380.20"	-0.160363981
"evm.utg54636.7"	-0.350901175
"evm.utg4318.11"	0.429209884
"evm.utg415.31"	-0.287096036
"evm.utg2356.7"	0.335886564
"tRNAscan-SE.tRNA.utg498.Cys(ACA).1"	0.417782538
"evm.utg146.3"	0.142516234
"evm.utg379.6"	-0.374130555
"evm.utg801.14"	0.202370517
"evm.utg20075.3"	0.482952982
"evm.utg1432.18"	-0.262088465
"evm.utg4464.18"	0.544913326
"evm.utg55.122"	0.240534763
"evm.utg163.67"	0.186686291
"evm.utg432.96"	0.362042633
"tRNAscan-SE.tRNA.utg116.Cys(ACA).4"	-1.577812958
"evm.utg12889.18"	0.717150766
"evm.utg3913.36"	-0.180133916
"evm.utg18.8"	0.16089393
"utg8726.evm.utg5662.3.mrna6"	-0.204001133
"evm.utg7522.17"	0.374515648
"evm.utg738.38"	-0.18476517
"evm.utg6976.10"	-0.16171843
"evm.utg259.28"	2.639716068
"evm.utg11763.4"	-0.269325122
"evm.utg456.62"	-0.158171989
"evm.utg413.28"	0.106068286
"evm.utg2024.11"	1.487316193
"evm.utg10077.4"	0.288775065
"evm.utg31822.4"	-0.153334511
"evm.utg564.76"	0.33938567
"evm.utg2967.38"	0.288899468
"evm.utg25318.4"	0.436858251
"evm.utg4501.9"	0.185430715
"evm.utg219.22"	-0.539998149
"evm.utg52.2"	-0.146915155
"utg888.equina_smart_497476.mrna1"	1.470958695
"evm.utg268.6"	-0.786318439
"evm.utg209.24"	-0.23976092
"evm.utg4661.1"	-0.170368353
"evm.utg536.35"	0.329545305
"utg2379.evm.utg3339.22.mrna5"	-0.284564062
"evm.utg9251.5"	-0.216392864
"evm.utg16027.22"	-0.183507776
"evm.utg7090.12"	-0.225704233
"evm.utg209.37"	-0.618406889
"evm.utg40512.1"	0.4244381
"evm.utg324.172"	-0.189748589
"utg1404.equina_smart_1433933.mrna1"	2.232793968
"evm.utg38960.20"	-0.881475582
"evm.utg648.21"	-0.247271883
"evm.utg1272.25"	-0.21765932
"evm.utg3092.52"	0.198869711
"utg1452.equina_smart_415891.mrna1"	-0.260573837
"evm.utg236.38"	-0.240941764
"evm.utg1919.84"	0.245059874
"evm.utg1708.28"	-0.512563456
"evm.utg56.20"	0.204015075
"evm.utg162.61"	0.946932962
"evm.utg386.6"	-0.286904095
"evm.utg1087.11"	0.476907801
"evm.utg1204.26"	-0.546306222
"evm.utg92.65"	0.267107047
"evm.utg535.8"	-0.225892677
"evm.utg7950.13"	0.231045898
"evm.utg10463.3"	-0.235195539
"evm.utg729.92"	-0.706705915
"evm.utg2779.18"	0.174887522
"evm.utg62.84"	-0.154633589
"evm.utg625.65"	0.169791146
"evm.utg48.6"	0.169729139
"evm.utg9867.13"	-0.880437189
"evm.utg1972.102"	-0.506765831
"evm.utg1754.18"	-0.42121595
"evm.utg1272.106"	0.237018618
"evm.utg577.26"	0.264644919
"evm.utg479.47"	0.13140996
"evm.utg5059.46"	0.283743964
"evm.utg92.175"	1.948913782
"utg372.equina_smart_486361.mrna1"	0.185183786
"evm.utg2018.30"	0.287144106
"evm.utg4028.6"	-0.38628847
"evm.utg4054.2"	-0.166891549
"evm.utg4739.12"	0.460812569
"evm.utg7855.49"	-0.296819593
"tRNAscan-SE.tRNA.utg4.Cys(ACA).2"	-1.33511376
"utg1475.evm.utg6446.10.mrna2"	-1.415486219
"evm.utg622.134"	-1.698803546
"evm.utg868.75"	0.198986665
"tRNAscan-SE.tRNA.utg736.Ala(GGC).1"	-1.13732998
"evm.utg3174.9"	-0.163209703
"evm.utg1236.28"	0.368119113
"evm.utg935.20"	-0.923672632
"evm.utg477.19"	-0.255673426
"evm.utg163.20"	-0.115036618
"evm.utg1091.47"	-0.494717633
"evm.utg1403.5"	0.398738108
"utg18.equina_smart_1392376.mrna1"	-1.297349098
"evm.utg1708.20"	-0.117783272
"evm.utg1663.10"	-0.134235715
"evm.utg693.46"	0.164944606
"evm.utg8494.97"	0.298939431
"evm.utg388.17"	-0.272759253
"tRNAscan-SE.tRNA.utg2018.Ala(GGC).1"	-0.8828682
"evm.utg10359.31"	0.897075798
"evm.utg1923.2"	0.313469673
"evm.utg150.70"	-0.185188438
"utg1205.equina_smart_25466.mrna1"	0.685297785
"evm.utg1031.55"	-0.223692291
"evm.utg512.4"	0.462274906
"evm.utg2694.3"	-0.453307948
"evm.utg577.108"	0.140137061
"evm.utg25826.26"	0.525183653
"evm.utg7042.1"	-1.282307934
"evm.utg10588.21"	1.672770655
"evm.utg82.27"	-0.234724238
"evm.utg6401.53"	-0.219652557
"evm.utg280.26"	-0.191564575
"evm.utg1691.29"	-0.35686082
"evm.utg1846.71"	-0.358339962
"evm.utg6459.47"	0.159318788
"evm.utg3199.53"	-0.66890233
"evm.utg1031.14"	0.253191732
"evm.utg1253.63"	0.343236608
"evm.utg2071.16"	1.179971455
"evm.utg101.136"	0.258785642
"evm.utg8494.44"	1.614471153
"evm.utg73.25"	1.565110376
"evm.utg1565.82"	0.209943715
"evm.utg15164.36"	0.450063539
"evm.utg364.17"	-0.200165847
"evm.utg3884.33"	-0.653951457
"evm.utg686.43"	-0.211904428
"evm.utg2969.35"	-0.270484827
"evm.utg6293.31"	-2.154102421
"evm.utg7145.52"	-0.277534046
"evm.utg1205.18"	-1.750436643
"evm.utg11618.12"	-0.223438264
"evm.utg13.20"	-0.177795186
"evm.utg19866.6"	0.192889073
"evm.utg3474.25"	-0.279407191
"tRNAscan-SE.tRNA.utg544.Ser(AGA).3"	1.424055145
"evm.utg432.138"	0.389880248
"evm.utg19612.3"	0.169429012
"evm.utg530.23"	-0.166309983
"evm.utg334.82"	1.488801963
"evm.utg92.117"	-1.325628745
"evm.utg12889.10"	0.190465433
"evm.utg5066.4"	-1.724704973
"evm.utg4464.1"	1.742820075
"evm.utg364.36"	-0.474068066
"tRNAscan-SE.tRNA.utg2156.Pseudo(TTC).2"	1.464115276
"evm.utg3803.4"	-1.716212397
"evm.utg33757.4"	1.07704268
"evm.utg12875.6"	-0.531358322
"evm.utg4455.36"	0.168850371
"evm.utg1972.114"	0.172530454
"evm.utg33682.14"	-0.249376931
"evm.utg3409.10"	0.908149964
"evm.utg2428.1"	-0.171997709
"evm.utg2417.22"	1.653649117
"evm.utg2427.3"	-0.14941842
"evm.utg1525.3"	-0.209223792
"utg936.equina_smart_1426926.mrna1"	0.4877998
"evm.utg1748.34"	0.599128102
"evm.utg715.105"	-0.16886996
"evm.utg2216.9"	-0.266138224
"evm.utg3329.39"	-0.305992757
"evm.utg7264.9"	0.477753481
"evm.utg729.63"	-0.224397572
"evm.utg729.96"	-0.220876836
"evm.utg1194.1"	0.411847192
"evm.utg21766.34"	-0.508207292
"evm.utg3339.22"	-0.360519678
"evm.utg6834.25"	-0.249137423
"evm.utg8494.92"	0.4513844
"evm.utg418.12"	0.884990119
"evm.utg1846.100"	0.26956005
"evm.utg2818.87"	1.930352125
"utg788.equina_smart_1423490.mrna1"	0.23365984
"evm.utg888.63"	0.124034914
"evm.utg3284.70"	-0.75281867
"evm.utg1051.3"	-0.431344894
"evm.utg3019.45"	-0.157680407
"utg1581.equina_smart_1412230.mrna2"	0.595767403
"evm.utg27.80"	0.347120855
"evm.utg364.31"	-0.339341768
"evm.utg4082.58"	0.872022968
"evm.utg6834.7"	-0.141289827
"evm.utg2483.36"	-1.750343263
"evm.utg6272.11"	0.338240079
"evm.utg2487.48"	0.149061903
"tRNAscan-SE.tRNA.utg7289.Pseudo(AGA).1"	1.454563416
"evm.utg12476.8"	-0.282988157
"evm.utg4157.32"	0.286820093
"evm.utg8792.34"	0.239341811
"evm.utg801.117"	0.310533205
"evm.utg967.11"	0.224350716
"utg59087.equina_smart_1722318.mrna5"	-0.184962502
"evm.utg967.61"	0.13661238
"evm.utg5367.10"	0.169365835
"evm.utg910.134"	0.924129658
"evm.utg86.70"	0.311646833
"evm.utg116.350"	-0.255184952
"evm.utg203.134"	0.248889518
"evm.utg101.102"	0.210745201
"evm.utg378.139"	1.27905832
"evm.utg1972.68"	0.303142129
"evm.utg262.70"	0.327260649
"evm.utg599.32"	0.325331312
"evm.utg536.56"	0.235925669
"evm.utg47.35"	-0.168243763
"utg2427.evm.utg261.54.mrna8"	1.075998126
"evm.utg715.21"	0.315491248
"evm.utg3158.12"	0.381241534
"evm.utg1919.66"	0.279086028
"evm.utg1285.57"	-0.20748101
"evm.utg580.6"	-0.730130492
"evm.utg3753.52"	0.331225414
"evm.utg2246.74"	-0.295475984
"evm.utg3884.36"	-0.525946937
"evm.utg4610.29"	-0.189970431
"evm.utg84504.2"	-0.218168083
"evm.utg456.45"	-1.104758281
"evm.utg1520.2"	0.821857141
"evm.utg479.164"	-0.138208348
"evm.utg27.128"	0.238678376
"evm.utg183.7"	0.225933315
"evm.utg2483.49"	-0.227844784
"evm.utg2427.2"	-0.204065296
"evm.utg16050.16"	0.413568488
"evm.utg364.30"	-0.2055758
"evm.utg4886.22"	0.269562358
"evm.utg3722.26"	-0.618923544
"evm.utg714.20"	0.176947569
"evm.utg1132.4"	-0.353258143
"evm.utg15156.1"	0.1937329
"evm.utg209.34"	-0.242993224
"tRNAscan-SE.tRNA.utg7289.Tyr(GTA).1"	-0.848408664
"evm.utg1230.1"	-0.213642902
"evm.utg338.48"	-0.22269287
"evm.utg648.59"	0.171639362
"evm.utg62.90"	0.296502052
"evm.utg203.78"	0.354336712
"evm.utg4082.33"	-0.331231674
"evm.utg600.37"	0.469575414
"evm.utg386.45"	0.211913731
"evm.utg7840.62"	-0.453947197
"evm.utg3669.5"	2.129164406
"evm.utg52.115"	-0.894496738
"tRNAscan-SE.tRNA.utg1683.Pseudo(GTT).1"	0.577350941
"evm.utg7127.48"	-0.19666358
"evm.utg3092.34"	0.164285666
"evm.utg7217.42"	-0.183292338
"utg7.equina_smart_261687.mrna1"	-0.214087022
"evm.utg1475.11"	0.984544505
"evm.utg699.87"	-0.208220612
"evm.utg577.98"	-1.377999815
"evm.utg4716.5"	0.155454727
"evm.utg540.45"	-0.372589529
"evm.utg24533.2"	-0.159711121
"evm.utg1137.2"	-0.298199577
"evm.utg29151.3"	-0.685915422
"evm.utg77.178"	-0.430410157
"evm.utg3443.51"	-0.726375209
"evm.utg479.163"	0.866286945
"evm.utg31.39"	2.575773907
"evm.utg14913.15"	-0.624175419
"evm.utg522.7.8"	-0.265230686
"evm.utg7950.24"	-0.14248919
"evm.utg735.56"	1.447482408
"evm.utg750.61"	-1.681403721
"evm.utg2073.29"	0.154304655
"evm.utg693.80"	-0.677765385
"evm.utg13368.5"	0.513775291
"evm.utg686.74"	-0.259436108
"evm.utg696.6"	0.338952184
"evm.utg470.21"	-0.279576703
"evm.utg1663.28"	0.990165937
"evm.utg1925.31"	-0.198592648
"evm.utg625.119"	1.517804178
"evm.utg5885.66"	-0.175837755
"evm.utg10359.33"	-0.209995368
"evm.utg2013.10"	0.357848746
"evm.utg2303.42"	0.289261126
"evm.utg2600.18"	0.183627191
"evm.utg15226.2"	-0.200994432
"evm.utg32707.3"	-0.443117162
"evm.utg3876.26"	-0.181597273
"evm.utg3041.26"	1.696840362
"evm.utg1205.87"	0.258533923
"evm.utg4610.36"	-1.458405959
"evm.utg320.13"	0.152643932
"evm.utg577.62"	-0.26236186
"evm.utg92.56"	2.118225806
"evm.utg1919.96"	-0.624798233
"evm.utg41358.2"	-1.00945063
"tRNAscan-SE.tRNA.utg817.Undet(???).1"	1.68295467
"tRNAscan-SE.tRNA.utg4046.Ser(AGA).8"	0.793749286
"evm.utg26120.8"	0.272235578
"evm.utg101.12"	-0.152275213
"evm.utg86.10"	0.35666064
"evm.utg6183.34"	-0.135040775
"tRNAscan-SE.tRNA.utg15164.Ser(AGA).4"	0.304519779
"evm.utg14199.4"	-0.211670941
"utg13474.equina_smart_1524574.mrna11"	0.625311747
"evm.utg3878.9"	0.23637132
"evm.utg111617.1"	-1.049535423
"evm.utg4856.22"	1.033061257
"evm.utg52.118"	0.439215741
"evm.utg888.22"	0.173810982
"evm.utg302.29"	-0.232763637
"evm.utg262.66"	-1.769599002
"evm.utg356.127"	0.144229784
"evm.utg5073.25"	-0.672013485
"evm.utg5417.15"	-0.341671244
"evm.utg116.215"	0.114358763
"evm.utg464.164"	-0.466862572
"evm.utg302.6"	-0.506916467
"evm.utg1221.16"	-0.165935732
"evm.utg1629.21"	-0.144583955
"evm.utg27170.8"	0.28864914
"evm.utg4455.38"	0.259343276
"evm.utg413.50"	0.273043028
"utg891.equina_smart_1425879.mrna1"	-0.384613579
"evm.utg5367.26"	-0.889921635
"evm.utg3211.15"	-0.627642394
"evm.utg1249.4"	1.564773332
"evm.utg464.235"	-0.278130708
"evm.utg338.26"	-1.305652555
"evm.utg172.33"	0.201715592
"utg4428.equina_smart_1455225.mrna1"	-0.554032217
"evm.utg172.46"	-0.922744812
"evm.utg1022.31"	-0.15700912
"evm.utg1102.16"	-0.172111944
"evm.utg3605.14"	-0.26491447
"evm.utg26120.29"	-0.422779702
"evm.utg2279.21"	-0.436942185
"evm.utg320.141"	0.287837178
"evm.utg858.38"	-0.197517724
"evm.utg116.235"	-1.047651057
"evm.utg479.29"	0.302800886
"evm.utg33235.2"	-0.222209745
"evm.utg219.56"	-0.535851816
"evm.utg797.29"	0.223977673
"evm.utg3199.54"	-0.51260166
"evm.utg3292.11"	-0.608469921
"evm.utg1005.35"	-0.249889355
"evm.utg1925.51"	-2.739256653
"evm.utg7001.14"	1.529866253
"evm.utg1925.25"	-0.216291592
"evm.utg104.41"	0.204705013
"evm.utg101.83"	-0.174285504
"evm.utg597.235"	0.211217991
"evm.utg52.22"	0.299273429
"evm.utg910.95"	1.377060056
"evm.utg6379.12"	-0.115752076
"evm.utg24438.25"	0.189353509
"evm.utg5885.79"	-0.326989113
"evm.utg1748.30"	0.415085517
"evm.utg1278.54"	-0.341070136
"evm.utg7616.23"	-0.648063834
"evm.utg858.3"	-0.310026197
"evm.utg857.14"	0.133445159
"evm.utg2698.3"	-0.188927755
"evm.utg715.83"	-0.484293825
"evm.utg109.65"	0.262515601
"evm.utg4907.16"	0.124237778
"tRNAscan-SE.tRNA.utg203.Ser(AGA).2"	-1.169103839
"evm.utg15210.1"	-0.18939686
"evm.utg6432.51"	-0.755221398
"utg3090.evm.utg14366.23.mrna2"	-1.295571712
"evm.utg4028.3"	0.23607839
"evm.utg420.89"	0.187283172
"evm.utg1162.27"	-0.266430918
"evm.utg2603.3"	0.136560966
"evm.utg3329.2"	-1.744079716
"evm.utg379.92"	-0.345369151
"evm.utg19074.4"	0.397127016
"evm.utg13368.8"	0.349955468
"evm.utg207.126"	1.254302872
"evm.utg5578.9"	-0.132136224
"evm.utg597.172"	-0.190057547
"evm.utg1754.30"	0.195816281
"evm.utg420.88"	0.936793788
"evm.utg1565.62"	-0.136646601
"evm.utg389.12"	0.207677435
"evm.utg324.154"	0.115888357
"evm.utg1972.46"	-0.20548857
"evm.utg2007.25"	-1.123049193
"evm.utg16443.4"	0.146144966
"evm.utg190.9"	0.190421737
"evm.utg55.6"	0.605526317
"evm.utg28737.15"	-0.825355458
"evm.utg2350.14"	0.127213917
"evm.utg9762.4"	-0.184143322
"evm.utg1683.1"	-0.182994345
"evm.utg597.197"	0.259063855
"evm.utg14.33"	0.378831791
"evm.utg1972.117"	0.292342259
"evm.utg279.45"	-0.201910867
"evm.utg2483.59"	0.274753903
"evm.utg6373.19"	-0.119566427
"evm.utg349.4"	-0.557512324
"evm.utg73.82"	0.121153671
"evm.utg237.8"	-0.176354486
"tRNAscan-SE.tRNA.utg144.Ala(GGC).2"	0.719379745
"evm.utg612.21"	-0.184562653
"evm.utg116.29"	-0.458026839
"utg1162.evm.utg216.16.mrna2"	-1.16129993
"evm.utg55.5"	-0.214919104
"utg4605.equina_smart_1235192.mrna2"	0.169454647
"evm.utg207.123"	-0.669870888
"evm.utg56.10"	0.140307602
"evm.utg1767.3"	-0.623544682
"evm.utg967.13"	0.213648232
"tRNAscan-SE.tRNA.utg2901.Cys(ACA).2"	0.681939678
"evm.utg30399.7"	0.966179603
"evm.utg8820.23"	-0.972620174
"tRNAscan-SE.tRNA.utg1970.Ala(GGC).1"	-1.095851037
"evm.utg413.16"	0.242688769
"evm.utg479.146"	-0.269152095
"evm.utg4737.20"	-0.200579678
"evm.utg1051.39"	0.174923381
"utg707.equina_smart_1440943.mrna2"	0.973261874
"evm.utg625.62"	0.232837144
"evm.utg3284.30"	-0.15626976
"evm.utg1724.9"	0.143192277
"evm.utg378.55"	-0.138867664
"evm.utg7840.51"	-0.260800301
"evm.utg16036.43"	-0.414104724
"evm.utg95.10"	0.36495194
"evm.utg2246.46"	-0.759257057
"evm.utg1049.18"	0.205084976
"evm.utg225.50"	-0.611290038
"evm.utg8181.8"	-0.640047982
"evm.utg1721.7"	-0.310630228
"evm.utg2601.88"	1.201338641
"evm.utg4576.10"	0.149628439
"evm.utg4326.36"	-0.177510323
"evm.utg2798.6"	-0.228469125
"evm.utg163.26"	-0.144961776
"evm.utg710.7"	-0.828403873
"evm.utg236.35"	0.211167529
"evm.utg126.107"	0.206632068
"evm.utg736.73"	-0.377419534
"tRNAscan-SE.tRNA.utg512.Ser(AGA).1"	-2.249470742
"evm.utg5980.3"	-0.266925459
"tRNAscan-SE.tRNA.utg13730.Cys(ACA).5"	0.327297131
"evm.utg62.107"	0.327022086
"evm.utg1396.2"	-0.226340954
"evm.utg126.146"	0.161037102
"evm.utg2600.12"	0.24159656
"evm.utg7855.33"	0.404412074
"evm.utg1696.17"	-0.195270301
"evm.utg1022.17"	0.364598177
"evm.utg55.161"	0.206404356
"utg163.equina_smart_1875218.mrna1"	0.178594219
"tRNAscan-SE.tRNA.utg92.Pseudo(ACA).6"	1.097215378
"evm.utg2129.132"	-0.160302981
"evm.utg8262.39"	1.700360434
"evm.utg1398.17"	0.170175152
"evm.utg293.36"	-0.205017029
"tRNAscan-SE.tRNA.utg5985.Ser(AGA).4"	0.938717195
"evm.utg5417.31"	-0.99724825
"evm.utg25265.1.12"	1.528489857
"evm.utg10588.8"	1.316178504
"evm.utg11995.1"	0.278883753
"evm.utg3787.43"	0.250465798
"evm.utg26517.15"	0.669321144
"evm.utg356.3"	-0.33296022
"evm.utg890.45"	-0.119918604
"evm.utg637.15"	0.161842152
"evm.utg17612.16"	0.472895768
"evm.utg4326.46"	-0.208230902
"evm.utg1192.24"	-0.161570902
"evm.utg302.11"	-0.157734053
"evm.utg255.31"	0.202040111
"evm.utg420.117"	0.318000655
"utg9194.equina_smart_1466188.mrna1"	-0.362867808
"evm.utg408.19"	0.174903769
"utg255.evm.utg572.24.mrna2"	0.409712727
"evm.utg1025.1"	0.148249692
"evm.utg5975.13"	-0.19900975
"evm.utg9472.2"	1.08374633
"evm.utg2299.10"	-0.567245899
"evm.utg791.13"	0.17981017
"evm.utg625.57"	0.249854755
"evm.utg2661.21"	0.29265336
"evm.utg797.46"	0.308323731
"utg324.equina_smart_989148.mrna2"	0.525723351
"evm.utg2603.4"	-0.246684327
"evm.utg1221.18"	-0.207634415
"evm.utg298.69"	-0.29956949
"evm.utg3092.13"	-0.182388545
"evm.utg3090.35"	0.25993588
"evm.utg116.178"	-0.166576963
"evm.utg309.6"	-0.528383785
"evm.utg4907.2"	0.139719871
"evm.utg334.2"	-0.572116262
"evm.utg2487.25"	0.202695216
"evm.utg30548.2"	-0.711909448
"utg2682.equina_smart_1524574.mrna5"	0.486885451
"evm.utg3380.18"	0.802027933
"evm.utg1272.140"	0.1212418
"evm.utg57.24"	0.14489889
"utg4796.evm.utg6677.2.mrna4"	0.371180112
"evm.utg1056.71"	0.218091756
"utg607.equina_smart_450085.mrna1"	-0.791247785
"evm.utg479.72"	-0.626269402
"evm.utg2007.28"	-0.136887399
"evm.utg57.10"	0.434987176
"evm.utg2269.28"	-1.172270574
"evm.utg174599.4"	-0.689812526
"evm.utg3092.69"	0.43565753
"evm.utg4318.1"	-0.423787502
"evm.utg280.78"	0.357175355
"evm.utg5950.79"	0.210417535
"evm.utg45540.7"	0.52002805
"evm.utg27529.1"	-0.268060739
"evm.utg163.14"	-0.160354062
"evm.utg420.22"	0.146411743
"evm.utg857.24"	0.612714726
"evm.utg3201.24"	0.353206406
"evm.utg73.40"	-0.222451598
"evm.utg3092.12"	0.267915687
"tRNAscan-SE.tRNA.utg178.Cys(ACA).6"	-0.554812723
"evm.utg3677.13"	-0.373908995
"evm.utg2371.21"	0.314567386
"evm.utg1962.12"	-0.430132508
"evm.utg18726.8"	-0.335584773
"evm.utg1002.3"	-0.184067859
"evm.utg590.5"	-0.194578409
"evm.utg54636.9"	-0.750819085
"evm.utg55532.5"	0.611041249
"evm.utg622.83"	0.152040073
"evm.utg2083.58"	0.193684818
"evm.utg356.6"	-0.132596734
"evm.utg8.41"	0.14377051
"evm.utg52.133"	0.128476397
"evm.utg4172.44"	-0.376565139
"evm.utg115.9"	0.646538302
"evm.utg6123.6"	0.498771443
"evm.utg3365.16"	-0.193250604
"utg20813.equina_smart_865482.mrna4"	-0.67886555
"evm.utg16130.7"	-1.056394821
"evm.utg6392.4"	0.540975109
"utg3019.equina_smart_1447786.mrna1"	-0.52570686
"evm.utg405.68"	-0.256718103
"tRNAscan-SE.tRNA.utg1056.Ser(AGA).3"	1.567452731
"evm.utg301.49"	0.198514404
"evm.utg378.78"	0.131054443
"evm.utg13180.6"	-1.447967542
"evm.utg221.15"	-0.277919486
"evm.utg6459.42"	0.124946999
"tRNAscan-SE.tRNA.utg2814.Ala(GGC).1"	-1.389108368
"evm.utg116.79"	-0.350431167
"evm.utg861.22"	0.229389169
"evm.utg4177.50"	1.007774264
"evm.utg16444.17"	0.270384905
"evm.utg2415.2"	0.19236989
"evm.utg34597.16"	-0.284138201
"evm.utg78.14"	0.185191911
"evm.utg12900.9"	-0.396862392
"evm.utg1272.87"	0.195661604
"evm.utg1724.11"	-1.090909627
"evm.utg1663.42"	0.180116502
"utg213.evm.utg645.24.mrna6"	-0.491551321
"evm.utg1781.20"	-0.192277361
"evm.utg415.71"	-0.228160886
"evm.utg324.40"	-0.927422355
"evm.utg1542.47"	0.560629053
"evm.utg243.93"	0.70643943
"utg881.evm.utg144.85.mrna3"	-0.234963418
"evm.utg24611.4"	-0.274734351
"evm.utg351.9"	0.181538354
"evm.utg5290.18"	0.264035233
"evm.utg307.35"	0.324424412
"evm.utg382.53"	-0.85279535
"evm.utg301.98"	0.208157482
"evm.utg710.4"	0.65982656
"evm.utg7145.29"	1.698761832
"evm.utg125.102"	-0.2883621
"evm.utg1579.5"	-0.145918741
"utg129.equina_smart_1266105.mrna1"	-0.198655764
"tRNAscan-SE.tRNA.utg21977.Ala(GGC).1"	-0.859138968
"evm.utg2350.27"	0.176506755
"utg2303.equina_smart_1630186.mrna2"	-0.634453253
"evm.utg26517.8"	-0.196010187
"evm.utg324.189"	-0.400478434
"evm.utg86.77"	-0.272261005
"evm.utg32745.1"	0.664755776
"evm.utg77.150"	-0.164393929
"evm.utg1982.15"	0.142288749
"evm.utg320.134"	-0.196808995
"evm.utg190.18"	0.210711273
"evm.utg14.44"	-0.254019796
"evm.utg101.95"	0.286228599
"utg590.equina_smart_1634917.mrna10"	-0.237422089
"evm.utg3197.6"	1.305545435
"evm.utg628.6"	0.245587357
"evm.utg378.23"	-0.13938537
"evm.utg86.5"	-0.210579776
"evm.utg1270.22"	0.36988262
"evm.utg2200.20"	0.960751789
"evm.utg55.89"	1.413854707
"evm.utg3284.37"	-0.124552183
"evm.utg125.170"	-0.35107837
"utg4977.equina_smart_1029496.mrna2"	-0.248616481
"evm.utg2600.33"	-1.398746414
"evm.utg5149.20"	0.202132149
"evm.utg1205.79"	-0.587874157
"evm.utg2483.41"	-0.230910395
"evm.utg379.90"	0.236534302
"evm.utg607.34"	-0.208055004
"evm.utg1910.37"	-0.228729003
"evm.utg286.1"	0.329505945
"evm.utg411.118"	-0.2077296
"evm.utg622.147"	-0.39073724
"evm.utg1127.41"	-0.235472049
"utg4739.equina_smart_1433692.mrna3"	0.485846274
"evm.utg7145.13"	-0.3741034
"evm.utg693.34"	-0.263857977
"evm.utg4082.13"	-0.32262663
"evm.utg2690.20"	-1.575171073
"tRNAscan-SE.tRNA.utg49.Undet(???).1"	1.336304529
"tRNAscan-SE.tRNA.utg4455.Ser(AGA).8"	-0.768011636
"utg101.equina_smart_241017.mrna1"	-1.302503772
"evm.utg11123.1"	0.340524624
"evm.utg750.78"	-0.15626749
"evm.utg1455.10"	0.216629162
"evm.utg1051.65"	0.161207534
"evm.utg441.13"	0.182898162
"evm.utg62950.3"	0.977011012
"evm.utg101.98"	-0.120347152
"evm.utg144.45"	0.177308429
"evm.utg498.29"	0.181633039
"evm.utg2129.67"	0.337658152
"tRNAscan-SE.tRNA.utg2343.Ser(AGA).2"	1.296352044
"evm.utg686.57"	-0.19574661
"evm.utg16815.1"	0.238679113
"evm.utg777.88"	-0.388363684
"evm.utg2428.34"	-0.203236847
"evm.utg92.130"	-0.853400272
"tRNAscan-SE.tRNA.utg1931.Ser(AGA).2"	1.308453843
"evm.utg6958.33"	0.684471443
"evm.utg498.148"	0.223382324
"evm.utg868.103"	-0.199769895
"evm.utg1079.17"	-0.980804262
"evm.utg42547.2"	-0.363147634
"evm.utg146.12"	0.189757826
"evm.utg5950.18"	0.221551812
"utg70613.equina_smart_1482040.mrna5"	0.363051231
"evm.utg3284.40"	-0.171425758
"tRNAscan-SE.tRNA.utg600.Ser(AGA).1"	-1.457890592
"evm.utg144.26"	-0.28499211
"evm.utg512.3"	-0.190039564
"tRNAscan-SE.tRNA.utg3093.Pseudo(TTC).2"	-0.869241348
"evm.utg2801.39"	0.203753571
"evm.utg21625.2"	0.370849203
"evm.utg413.43"	0.301612031
"evm.utg4177.19"	0.329960131
"evm.utg431.41"	0.120494133
"evm.utg10385.9"	0.558535201
"evm.utg622.49"	0.234675975
"evm.utg597.153"	-0.154820334
"evm.utg1530.13"	-0.389100402
"evm.utg6432.2"	-0.171823109
"tRNAscan-SE.tRNA.utg431.Ser(AGA).4"	0.890431663
"evm.utg44408.4"	0.183243085
"evm.utg293.26"	-0.311218929
"evm.utg3787.20"	0.275437528
"evm.utg857.31"	-0.168405396
"evm.utg126.157"	-0.179940208
"utg2156.equina_smart_1726560.mrna2"	-0.198260905
"evm.utg4856.36"	0.424295268
